"Date","Price","Open","High","Low","Vol.","Change %"
"02/12/2009","835.2","829.9","835.5","808.1","","0.17%"
"02/11/2009","833.7","827.4","838.2","822.3","","0.80%"
"02/10/2009","827.2","866.9","868.0","823.0","","-4.91%"
"02/09/2009","869.9","868.2","875.0","861.7","","0.15%"
"02/06/2009","868.6","846.1","870.8","845.4","","2.69%"
"02/05/2009","845.8","831.8","850.5","819.9","","1.64%"
"02/04/2009","832.2","837.8","851.8","829.2","","-0.75%"
"02/03/2009","838.5","825.7","842.6","822.0","","1.58%"
"02/02/2009","825.4","823.1","830.8","812.9","","-0.05%"
"01/30/2009","825.9","845.7","851.7","821.7","","-2.28%"
"01/29/2009","845.1","868.9","868.9","844.2","","-3.31%"
"01/28/2009","874.1","845.7","877.9","845.7","","3.36%"
"01/27/2009","845.7","837.3","850.5","835.4","","1.09%"
"01/26/2009","836.6","832.5","852.5","827.7","","0.56%"
"01/23/2009","832.0","822.2","838.6","806.1","","0.54%"
"01/22/2009","827.5","839.7","839.7","811.3","","-1.52%"
"01/21/2009","840.2","806.8","841.7","804.3","","4.35%"
"01/20/2009","805.2","849.6","849.6","804.5","","-5.28%"
"01/16/2009","850.1","844.5","858.1","830.7","","0.76%"
"01/15/2009","843.7","842.0","851.6","817.0","","0.13%"
"01/14/2009","842.6","867.3","867.3","836.9","","-3.35%"
"01/13/2009","871.8","869.8","877.0","862.0","","0.18%"
"01/12/2009","870.3","890.4","890.4","864.3","","-2.26%"
"01/09/2009","890.3","909.9","911.9","888.3","","-2.13%"
"01/08/2009","909.7","905.7","910.0","896.8","","0.34%"
"01/07/2009","906.7","927.5","927.5","902.4","","-3.00%"
"01/06/2009","934.7","931.2","943.8","927.3","","0.78%"
"01/05/2009","927.5","929.2","936.6","919.5","","-0.47%"
"01/02/2009","931.8","903.0","934.7","899.3","","3.16%"
"12/31/2008","903.3","890.6","910.3","889.7","","1.42%"
"12/30/2008","890.6","870.6","891.1","870.6","","2.44%"
"12/29/2008","869.4","872.4","873.7","857.1","","-0.39%"
"12/26/2008","872.8","869.5","873.7","866.5","","0.54%"
"12/24/2008","868.2","863.9","869.8","861.4","","0.58%"
"12/23/2008","863.2","874.3","880.4","860.1","","-0.97%"
"12/22/2008","871.6","887.2","887.4","857.1","","-1.83%"
"12/19/2008","887.9","887.0","905.5","883.0","","0.29%"
"12/18/2008","885.3","906.0","911.0","877.4","","-2.12%"
"12/17/2008","904.4","908.2","918.8","895.9","","-0.96%"
"12/16/2008","913.2","871.5","914.7","871.5","","5.14%"
"12/15/2008","868.6","881.1","884.6","857.7","","-1.27%"
"12/12/2008","879.7","871.8","883.2","851.3","","0.70%"
"12/11/2008","873.6","898.3","904.6","868.7","","-2.85%"
"12/10/2008","899.2","892.2","908.3","885.5","","1.19%"
"12/09/2008","888.7","906.5","916.3","885.4","","-2.31%"
"12/08/2008","909.7","882.7","918.6","882.7","","3.84%"
"12/05/2008","876.1","844.4","879.4","818.4","","3.65%"
"12/04/2008","845.2","869.8","875.6","833.6","","-2.93%"
"12/03/2008","870.7","843.6","873.1","827.6","","2.58%"
"12/02/2008","848.8","817.9","850.5","817.9","","3.99%"
"12/01/2008","816.2","888.6","888.6","815.7","","-8.93%"
"11/28/2008","896.2","886.9","896.3","881.2","","0.96%"
"11/26/2008","887.7","852.9","887.7","841.4","","3.53%"
"11/25/2008","857.4","853.4","868.9","835.0","","0.66%"
"11/24/2008","851.8","801.2","865.6","801.2","","6.47%"
"11/21/2008","800.0","755.8","801.2","741.0","","6.32%"
"11/20/2008","752.4","805.9","820.5","747.8","","-6.71%"
"11/19/2008","806.6","859.0","864.6","806.2","","-6.12%"
"11/18/2008","859.1","852.3","865.9","826.8","","0.98%"
"11/17/2008","850.8","873.2","882.3","849.0","","-2.58%"
"11/14/2008","873.3","904.4","916.9","869.9","","-4.17%"
"11/13/2008","911.3","853.1","913.0","818.7","","6.92%"
"11/12/2008","852.3","893.4","893.4","850.5","","-5.19%"
"11/11/2008","899.0","917.2","917.2","884.9","","-2.20%"
"11/10/2008","919.2","936.8","952.0","907.5","","-1.27%"
"11/07/2008","931.0","907.4","931.5","906.9","","2.89%"
"11/06/2008","904.9","952.4","952.4","899.7","","-5.03%"
"11/05/2008","952.8","1,001.8","1,001.8","949.9","","-5.27%"
"11/04/2008","1,005.8","971.3","1,007.5","971.3","","4.08%"
"11/03/2008","966.3","968.7","975.6","958.8","","-0.25%"
"10/31/2008","968.8","953.1","984.4","944.6","","1.54%"
"10/30/2008","954.1","939.4","963.2","928.5","","2.58%"
"10/29/2008","930.1","939.5","970.0","922.3","","-1.11%"
"10/28/2008","940.5","848.9","940.5","845.3","","10.79%"
"10/27/2008","848.9","874.3","893.8","846.8","","-3.18%"
"10/24/2008","876.8","895.2","896.3","852.8","","-3.45%"
"10/23/2008","908.1","899.1","922.8","858.4","","1.26%"
"10/22/2008","896.8","951.7","951.7","875.8","","-6.10%"
"10/21/2008","955.0","980.4","985.4","952.5","","-3.08%"
"10/20/2008","985.4","943.5","985.4","943.5","","4.77%"
"10/17/2008","940.5","942.3","984.6","918.7","","-0.62%"
"10/16/2008","946.4","909.5","947.7","865.8","","4.25%"
"10/15/2008","907.8","994.6","994.6","904.0","","-9.03%"
"10/14/2008","998.0","1,010.0","1,044.3","972.1","","-0.53%"
"10/13/2008","1,003.3","912.8","1,006.9","912.8","","11.58%"
"10/10/2008","899.2","902.3","936.4","839.8","","-1.18%"
"10/09/2008","909.9","988.4","1,005.3","909.2","","-7.62%"
"10/08/2008","984.9","988.9","1,021.1","971.0","","-1.13%"
"10/07/2008","996.2","1,057.6","1,072.9","996.2","","-5.74%"
"10/06/2008","1,056.9","1,097.6","1,097.6","1,008.0","","-3.85%"
"10/03/2008","1,099.2","1,115.2","1,153.8","1,098.1","","-1.35%"
"10/02/2008","1,114.3","1,160.6","1,160.6","1,111.4","","-4.03%"
"10/01/2008","1,161.1","1,164.2","1,167.0","1,140.8","","-0.45%"
"09/30/2008","1,166.4","1,113.8","1,168.0","1,113.8","","5.42%"
"09/29/2008","1,106.4","1,209.1","1,209.1","1,106.4","","-8.81%"
"09/26/2008","1,213.3","1,204.5","1,215.8","1,187.5","","0.34%"
"09/25/2008","1,209.2","1,187.9","1,220.0","1,187.9","","1.97%"
"09/24/2008","1,185.9","1,188.8","1,197.4","1,179.8","","-0.20%"
"09/23/2008","1,188.2","1,207.6","1,221.2","1,187.1","","-1.56%"
"09/22/2008","1,207.1","1,255.4","1,255.4","1,205.6","","-3.82%"
"09/19/2008","1,255.1","1,213.1","1,265.1","1,213.1","","4.03%"
"09/18/2008","1,206.5","1,157.1","1,211.1","1,133.5","","4.33%"
"09/17/2008","1,156.4","1,210.3","1,210.3","1,155.9","","-4.71%"
"09/16/2008","1,213.6","1,188.3","1,214.8","1,169.3","","1.75%"
"09/15/2008","1,192.7","1,250.9","1,250.9","1,192.7","","-4.71%"
"09/12/2008","1,251.7","1,245.9","1,255.1","1,233.8","","0.21%"
"09/11/2008","1,249.1","1,229.0","1,250.0","1,211.5","","1.38%"
"09/10/2008","1,232.0","1,227.5","1,243.9","1,221.6","","0.61%"
"09/09/2008","1,224.5","1,268.0","1,268.7","1,224.5","","-3.41%"
"09/08/2008","1,267.8","1,249.5","1,274.4","1,247.1","","2.05%"
"09/05/2008","1,242.3","1,233.2","1,244.9","1,217.2","","0.44%"
"09/04/2008","1,236.8","1,271.8","1,271.8","1,232.8","","-2.99%"
"09/03/2008","1,275.0","1,276.6","1,280.6","1,265.6","","-0.20%"
"09/02/2008","1,277.6","1,287.8","1,303.0","1,272.2","","-0.41%"
"08/29/2008","1,282.8","1,296.5","1,297.6","1,282.7","","-1.37%"
"08/28/2008","1,300.7","1,283.8","1,300.7","1,283.8","","1.48%"
"08/27/2008","1,281.7","1,271.3","1,285.1","1,270.0","","0.80%"
"08/26/2008","1,271.5","1,267.0","1,275.7","1,263.2","","0.37%"
"08/25/2008","1,266.8","1,290.5","1,290.5","1,264.9","","-1.96%"
"08/22/2008","1,292.2","1,277.6","1,293.1","1,277.6","","1.13%"
"08/21/2008","1,277.7","1,271.1","1,281.4","1,265.2","","0.25%"
"08/20/2008","1,274.5","1,267.3","1,276.0","1,261.2","","0.62%"
"08/19/2008","1,266.7","1,276.7","1,276.7","1,263.1","","-0.93%"
"08/18/2008","1,278.6","1,298.1","1,300.2","1,274.5","","-1.51%"
"08/15/2008","1,298.2","1,293.8","1,302.1","1,290.7","","0.41%"
"08/14/2008","1,292.9","1,282.1","1,300.1","1,276.8","","0.55%"
"08/13/2008","1,285.8","1,288.6","1,294.0","1,274.9","","-0.29%"
"08/12/2008","1,289.6","1,304.8","1,304.8","1,285.6","","-1.21%"
"08/11/2008","1,305.3","1,294.4","1,313.2","1,291.4","","0.69%"
"08/08/2008","1,296.3","1,266.3","1,297.8","1,262.1","","2.39%"
"08/07/2008","1,266.1","1,286.5","1,286.5","1,264.3","","-1.79%"
"08/06/2008","1,289.2","1,284.0","1,291.7","1,276.0","","0.34%"
"08/05/2008","1,284.9","1,254.9","1,284.9","1,254.7","","2.87%"
"08/04/2008","1,249.0","1,253.3","1,260.5","1,247.4","","-0.90%"
"08/01/2008","1,260.3","1,269.4","1,270.5","1,254.5","","-0.56%"
"07/31/2008","1,267.4","1,281.4","1,284.9","1,266.0","","-1.31%"
"07/30/2008","1,284.3","1,264.5","1,284.3","1,264.5","","1.67%"
"07/29/2008","1,263.2","1,236.4","1,263.2","1,236.4","","2.34%"
"07/28/2008","1,234.4","1,257.8","1,260.1","1,234.4","","-1.86%"
"07/25/2008","1,257.8","1,253.5","1,263.2","1,251.8","","0.42%"
"07/24/2008","1,252.5","1,283.2","1,283.2","1,251.5","","-2.31%"
"07/23/2008","1,282.2","1,278.9","1,291.2","1,276.1","","0.41%"
"07/22/2008","1,277.0","1,257.1","1,277.4","1,248.8","","1.35%"
"07/21/2008","1,260.0","1,261.8","1,267.7","1,255.7","","-0.05%"
"07/18/2008","1,260.7","1,258.2","1,262.2","1,251.8","","0.03%"
"07/17/2008","1,260.3","1,246.3","1,262.3","1,241.5","","1.20%"
"07/16/2008","1,245.4","1,214.7","1,245.5","1,211.4","","2.51%"
"07/15/2008","1,214.9","1,226.8","1,234.3","1,200.4","","-1.09%"
"07/14/2008","1,228.3","1,241.6","1,253.5","1,225.0","","-0.90%"
"07/11/2008","1,239.5","1,248.7","1,257.3","1,225.3","","-1.11%"
"07/10/2008","1,253.4","1,245.3","1,257.7","1,236.8","","0.70%"
"07/09/2008","1,244.7","1,273.4","1,277.4","1,244.6","","-2.28%"
"07/08/2008","1,273.7","1,251.8","1,274.2","1,242.8","","1.71%"
"07/07/2008","1,252.3","1,262.9","1,273.9","1,240.7","","-1.00%"
"07/04/2008","1,265.0","1,265.5","1,269.3","1,256.5","","0.17%"
"07/03/2008","1,262.9","1,263.0","1,271.5","1,252.0","","0.11%"
"07/02/2008","1,261.5","1,285.8","1,292.2","1,261.5","","-1.82%"
"07/01/2008","1,284.9","1,276.7","1,285.3","1,260.7","","0.38%"
"06/30/2008","1,280.0","1,278.1","1,290.3","1,274.9","","0.13%"
"06/27/2008","1,278.4","1,283.6","1,289.4","1,272.0","","-0.37%"
"06/26/2008","1,283.2","1,316.3","1,316.3","1,283.2","","-2.94%"
"06/25/2008","1,322.0","1,314.5","1,335.6","1,314.5","","0.58%"
"06/24/2008","1,314.3","1,317.2","1,326.0","1,304.4","","-0.28%"
"06/23/2008","1,318.0","1,319.8","1,323.8","1,315.3","","0.01%"
"06/20/2008","1,317.9","1,341.0","1,341.0","1,314.5","","-1.85%"
"06/19/2008","1,342.8","1,336.9","1,347.7","1,330.5","","0.38%"
"06/18/2008","1,337.8","1,349.6","1,349.6","1,333.4","","-0.97%"
"06/17/2008","1,350.9","1,360.7","1,366.6","1,350.5","","-0.68%"
"06/16/2008","1,360.1","1,358.8","1,364.7","1,352.1","","0.01%"
"06/13/2008","1,360.0","1,341.8","1,360.0","1,341.7","","1.50%"
"06/12/2008","1,339.9","1,335.8","1,353.0","1,331.3","","0.33%"
"06/11/2008","1,335.5","1,357.1","1,357.1","1,335.5","","-1.69%"
"06/10/2008","1,358.4","1,359.0","1,366.8","1,351.6","","-0.24%"
"06/09/2008","1,361.8","1,360.8","1,370.6","1,350.6","","0.08%"
"06/06/2008","1,360.7","1,400.1","1,400.1","1,359.9","","-3.09%"
"06/05/2008","1,404.1","1,377.5","1,404.1","1,377.5","","1.95%"
"06/04/2008","1,377.2","1,376.3","1,388.2","1,371.7","","-0.03%"
"06/03/2008","1,377.7","1,386.4","1,393.1","1,370.1","","-0.58%"
"06/02/2008","1,385.7","1,399.6","1,399.6","1,377.8","","-1.05%"
"05/30/2008","1,400.4","1,398.4","1,404.5","1,398.1","","0.15%"
"05/29/2008","1,398.3","1,390.5","1,406.3","1,388.6","","0.53%"
"05/28/2008","1,390.8","1,386.5","1,391.3","1,378.2","","0.40%"
"05/27/2008","1,385.3","1,376.0","1,387.4","1,373.1","","0.68%"
"05/23/2008","1,375.9","1,392.2","1,392.2","1,373.7","","-1.32%"
"05/22/2008","1,394.3","1,390.8","1,399.1","1,390.2","","0.26%"
"05/21/2008","1,390.7","1,414.1","1,419.1","1,388.8","","-1.61%"
"05/20/2008","1,413.4","1,424.5","1,424.5","1,409.1","","-0.93%"
"05/19/2008","1,426.6","1,425.3","1,440.2","1,421.6","","0.09%"
"05/16/2008","1,425.3","1,423.9","1,425.8","1,414.3","","0.13%"
"05/15/2008","1,423.6","1,408.4","1,424.4","1,406.9","","1.06%"
"05/14/2008","1,408.7","1,405.7","1,420.2","1,405.7","","0.40%"
"05/13/2008","1,403.0","1,404.4","1,406.3","1,396.3","","-0.04%"
"05/12/2008","1,403.6","1,389.4","1,404.1","1,386.2","","1.10%"
"05/09/2008","1,388.3","1,394.9","1,394.9","1,384.1","","-0.67%"
"05/08/2008","1,397.7","1,394.3","1,402.3","1,389.4","","0.37%"
"05/07/2008","1,392.6","1,417.5","1,419.5","1,391.2","","-1.81%"
"05/06/2008","1,418.3","1,405.6","1,421.6","1,397.1","","0.77%"
"05/05/2008","1,407.5","1,415.3","1,415.3","1,404.4","","-0.45%"
"05/02/2008","1,413.9","1,409.2","1,422.7","1,406.3","","0.32%"
"05/01/2008","1,409.3","1,386.0","1,410.1","1,383.1","","1.71%"
"04/30/2008","1,385.6","1,391.2","1,404.6","1,384.3","","-0.38%"
"04/29/2008","1,390.9","1,395.6","1,397.0","1,386.7","","-0.39%"
"04/28/2008","1,396.4","1,398.0","1,402.9","1,394.4","","-0.11%"
"04/25/2008","1,397.8","1,387.9","1,399.1","1,380.0","","0.65%"
"04/24/2008","1,388.8","1,380.5","1,397.7","1,371.1","","0.64%"
"04/23/2008","1,379.9","1,378.4","1,387.9","1,372.2","","0.29%"
"04/22/2008","1,375.9","1,386.4","1,386.4","1,369.8","","-0.88%"
"04/21/2008","1,388.2","1,387.7","1,390.2","1,379.3","","-0.16%"
"04/18/2008","1,390.3","1,369.0","1,395.9","1,369.0","","1.81%"
"04/17/2008","1,365.6","1,363.4","1,368.6","1,357.3","","0.06%"
"04/16/2008","1,364.7","1,337.0","1,365.5","1,337.0","","2.27%"
"04/15/2008","1,334.4","1,331.7","1,337.7","1,324.3","","0.46%"
"04/14/2008","1,328.3","1,332.2","1,335.6","1,326.2","","-0.34%"
"04/11/2008","1,332.8","1,358.0","1,358.0","1,331.2","","-2.04%"
"04/10/2008","1,360.6","1,355.4","1,367.2","1,350.1","","0.45%"
"04/09/2008","1,354.5","1,365.5","1,368.4","1,350.0","","-0.81%"
"04/08/2008","1,365.5","1,370.2","1,370.2","1,360.6","","-0.51%"
"04/07/2008","1,372.5","1,373.7","1,386.7","1,369.0","","0.16%"
"04/04/2008","1,370.4","1,369.8","1,380.9","1,362.8","","0.08%"
"04/03/2008","1,369.3","1,365.7","1,375.7","1,358.7","","0.13%"
"04/02/2008","1,367.5","1,370.0","1,377.9","1,361.6","","-0.19%"
"04/01/2008","1,370.2","1,326.4","1,370.2","1,326.4","","3.59%"
"03/31/2008","1,322.7","1,315.9","1,328.5","1,312.8","","0.57%"
"03/28/2008","1,315.2","1,327.0","1,334.9","1,312.9","","-0.80%"
"03/27/2008","1,325.8","1,340.3","1,345.6","1,325.7","","-1.15%"
"03/26/2008","1,341.1","1,352.4","1,352.4","1,336.4","","-0.88%"
"03/25/2008","1,353.0","1,349.1","1,357.5","1,341.2","","0.23%"
"03/24/2008","1,349.9","1,330.3","1,359.7","1,330.3","","1.53%"
"03/20/2008","1,329.5","1,299.7","1,330.7","1,295.2","","2.39%"
"03/19/2008","1,298.4","1,331.0","1,341.5","1,298.4","","-2.43%"
"03/18/2008","1,330.7","1,277.2","1,330.7","1,277.2","","4.24%"
"03/17/2008","1,276.6","1,283.2","1,287.5","1,257.0","","-0.90%"
"03/14/2008","1,288.1","1,316.1","1,321.5","1,274.9","","-2.08%"
"03/13/2008","1,315.5","1,305.3","1,321.7","1,282.1","","0.51%"
"03/12/2008","1,308.8","1,321.1","1,333.3","1,307.9","","-0.90%"
"03/11/2008","1,320.7","1,274.4","1,320.7","1,274.4","","3.71%"
"03/10/2008","1,273.4","1,293.2","1,295.0","1,272.7","","-1.55%"
"03/07/2008","1,293.4","1,301.5","1,313.2","1,282.4","","-0.84%"
